order_line_id,order_id,order_date,order_status,customer_id,fullname,state,product_id,product_name,category,price,quantity,campaign_id,category2,spend
11571-4UPU54-1,11571-4UPU54,2017-08-09,Completed,11571,Adelind Breadmore,TN,140,Shorts,Clothing,20.47,1,,,
11571-4UPU54-2,11571-4UPU54,2017-08-09,Completed,11571,Adelind Breadmore,TN,340,Peril,Home,10.67,1,,,
12407-4OIZ43-1,12407-4OIZ43,2018-06-28,Shipped,12407,Torin Mulgrew,WV,130,Slacks,Clothing,30.08,1,,,
12407-4OIZ43-2,12407-4OIZ43,2018-06-28,Shipped,12407,Torin Mulgrew,WV,160,T-Shirt,Clothing,17.12,1,,,
10830-0KFZ54-1,10830-0KFZ54,2016-08-16,Shipped,10830,Marylinda Caswall,KY,160,T-Shirt,Clothing,15.68,1,10030,Direct,9880
10830-0KFZ54-2,10830-0KFZ54,2016-08-16,Shipped,10830,Marylinda Caswall,KY,220,Compglass,Electronics,50.5,1,10030,Direct,9880
11445-5BZV33-1,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,330,Optique,Home,104.94,1,,,
11445-5BZV33-2,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,140,Shorts,Clothing,22.54,1,,,
11445-5BZV33-3,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,150,Skirt,Clothing,18.05,1,,,
11445-5BZV33-4,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,430,Integres,Outdoor,684.0,1,,,
11445-5BZV33-5,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,150,Skirt,Clothing,18.43,1,,,
11445-5BZV33-6,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,150,Skirt,Clothing,18.62,1,,,
11445-5BZV33-7,11445-5BZV33,2020-08-22,Shipped,11445,Riannon Ibbett,AR,230,Magnemo,Electronics,79.5,1,,,
12135-4JRJ19-1,12135-4JRJ19,2019-03-01,Completed,12135,Silvia Adin,OH,340,Peril,Home,9.9,1,,,
12397-0OKJ95-1,12397-0OKJ95,2019-03-17,Shipped,12397,Leroi Benech,OH,340,Peril,Home,12.65,1,,,
11480-3KZE32-1,11480-3KZE32,2017-03-12,Shipped,11480,Valerye Luxford,OK,160,T-Shirt,Clothing,14.88,2,,,
11480-3KZE32-2,11480-3KZE32,2017-03-12,Shipped,11480,Valerye Luxford,OK,130,Slacks,Clothing,22.4,2,,,
12482-0UXV19-1,12482-0UXV19,2017-02-15,Shipped,12482,Corrine Dawidsohn,MI,120,Polo Shirt,Clothing,36.0,1,,,
12482-0UXV19-2,12482-0UXV19,2017-02-15,Shipped,12482,Corrine Dawidsohn,MI,130,Slacks,Clothing,30.4,2,,,
11441-9JKU15-1,11441-9JKU15,2017-12-08,Completed,11441,Tracey Rignoldes,NY,240,PortaCode,Electronics,26.25,1,,,
10633-6DKI60-1,10633-6DKI60,2020-09-18,Shipped,10633,Blane Ludlam,FL,150,Skirt,Clothing,18.24,1,,,
10633-6DKI60-2,10633-6DKI60,2020-09-18,Shipped,10633,Blane Ludlam,FL,230,Magnemo,Electronics,78.75,1,,,
10633-6DKI60-3,10633-6DKI60,2020-09-18,Shipped,10633,Blane Ludlam,FL,340,Peril,Home,10.56,1,,,
11426-5VFL42-1,11426-5VFL42,2015-09-06,Shipped,11426,Culver Drysdell,TX,130,Slacks,Clothing,28.16,1,,,
11856-9JWB99-1,11856-9JWB99,2019-11-21,Shipped,11856,Ado Choppen,GA,310,Applica,Home,33.33,1,,,
10834-9PHA95-1,10834-9PHA95,2017-06-30,Shipped,10834,Gery St. Louis,CA,330,Optique,Home,106.92,1,,,
11703-3YBI07-1,11703-3YBI07,2019-08-15,Shipped,11703,Jodie Iorns,IN,310,Applica,Home,29.04,1,10085,Social,665
11703-3YBI07-2,11703-3YBI07,2019-08-15,Shipped,11703,Jodie Iorns,IN,160,T-Shirt,Clothing,15.68,1,10085,Social,665
10673-1BYU96-1,10673-1BYU96,2019-04-23,Shipped,10673,Kaiser Adcock,NC,150,Skirt,Clothing,19.95,1,,,
10673-1BYU96-2,10673-1BYU96,2019-04-23,Shipped,10673,Kaiser Adcock,NC,220,Compglass,Electronics,47.0,1,,,
12617-2WEB67-1,12617-2WEB67,2015-06-20,Shipped,12617,Jillian Mariner,MN,140,Shorts,Clothing,19.32,1,,,
10443-1XKP38-1,10443-1XKP38,2018-09-05,Completed,10443,Bertie Klesse,TX,160,T-Shirt,Clothing,15.68,1,,,
11765-0DES51-1,11765-0DES51,2020-07-03,Shipped,11765,Jeane Spowage,TN,340,Peril,Home,11.0,1,,,
11765-0DES51-2,11765-0DES51,2020-07-03,Shipped,11765,Jeane Spowage,TN,160,T-Shirt,Clothing,16.32,1,,,
10688-6YZL42-1,10688-6YZL42,2019-07-22,Completed,10688,Tim Gozney,GA,160,T-Shirt,Clothing,11.84,2,,,
10394-7UND77-1,10394-7UND77,2017-01-12,Shipped,10394,Engracia Degli Antoni,CA,130,Slacks,Clothing,32.32,1,,,
11950-0PSD99-1,11950-0PSD99,2019-10-07,Completed,11950,Barnabe Ahlin,NY,320,ChalkTalk,Home,71.28,1,,,
11971-5YGC22-1,11971-5YGC22,2018-05-14,Shipped,11971,Lammond Ughi,TX,130,Slacks,Clothing,32.32,1,,,
12565-0LPI23-1,12565-0LPI23,2017-08-31,Completed,12565,Boot Bavridge,NY,420,Elentrix,Outdoor,475.2,1,,,
12565-0LPI23-2,12565-0LPI23,2017-08-31,Completed,12565,Boot Bavridge,NY,140,Shorts,Clothing,27.37,1,,,
11308-1GNO56-1,11308-1GNO56,2017-03-11,Completed,11308,Norma Winspur,CA,220,Compglass,Electronics,54.0,1,,,
11015-1OVQ40-1,11015-1OVQ40,2020-07-28,Shipped,11015,Georgi Sedworth,TX,120,Polo Shirt,Clothing,33.48,1,,,
11015-1OVQ40-2,11015-1OVQ40,2020-07-28,Shipped,11015,Georgi Sedworth,TX,150,Skirt,Clothing,14.63,1,,,
11015-1OVQ40-3,11015-1OVQ40,2020-07-28,Shipped,11015,Georgi Sedworth,TX,160,T-Shirt,Clothing,12.96,1,,,
11015-1OVQ40-4,11015-1OVQ40,2020-07-28,Shipped,11015,Georgi Sedworth,TX,330,Optique,Home,82.17,1,,,
10993-7OOI74-1,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,130,Slacks,Clothing,31.68,1,10074,Social,4095
10993-7OOI74-2,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,150,Skirt,Clothing,16.15,1,10074,Social,4095
10993-7OOI74-3,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,340,Peril,Home,10.23,1,10074,Social,4095
10993-7OOI74-4,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,340,Peril,Home,11.55,1,10074,Social,4095
10993-7OOI74-5,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,160,T-Shirt,Clothing,16.16,1,10074,Social,4095
10993-7OOI74-6,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,160,T-Shirt,Clothing,15.68,1,10074,Social,4095
10993-7OOI74-7,10993-7OOI74,2019-01-15,Completed,10993,Abbi Davidovicz,CA,340,Peril,Home,10.23,1,10074,Social,4095
11657-9WGK75-1,11657-9WGK75,2018-10-25,Completed,11657,Ettie Foulkes,CA,120,Polo Shirt,Clothing,34.92,4,,,
10308-6JMQ89-1,10308-6JMQ89,2018-09-10,Shipped,10308,Kennan Swate,KS,110,Pullover,Clothing,41.0,2,,,
10308-6JMQ89-2,10308-6JMQ89,2018-09-10,Shipped,10308,Kennan Swate,KS,150,Skirt,Clothing,16.72,1,,,
10408-1GPZ34-1,10408-1GPZ34,2020-11-23,Shipped,10408,Ario Mars,CA,240,PortaCode,Electronics,27.5,1,,,
12092-5HEJ25-1,12092-5HEJ25,2016-04-15,Shipped,12092,Trever Bazely,MO,150,Skirt,Clothing,18.62,4,10024,Social,2376
12092-5HEJ25-2,12092-5HEJ25,2016-04-15,Shipped,12092,Trever Bazely,MO,230,Magnemo,Electronics,59.25,3,10024,Social,2376
12092-5HEJ25-3,12092-5HEJ25,2016-04-15,Shipped,12092,Trever Bazely,MO,110,Pullover,Clothing,41.41,1,10024,Social,2376
11783-5UBN96-1,11783-5UBN96,2018-09-10,Shipped,11783,Aylmar Tenaunt,OH,310,Applica,Home,35.64,1,10068,Web,2163
11783-5UBN96-2,11783-5UBN96,2018-09-10,Shipped,11783,Aylmar Tenaunt,OH,110,Pullover,Clothing,36.49,1,10068,Web,2163
11745-2YUJ80-1,11745-2YUJ80,2016-04-26,Completed,11745,Olimpia Enders,KS,130,Slacks,Clothing,29.12,1,,,
12617-1QEL55-1,12617-1QEL55,2020-09-10,Completed,12617,Jillian Mariner,MN,320,ChalkTalk,Home,77.22,1,,,
10383-7HDG51-1,10383-7HDG51,2015-06-06,Completed,10383,Jonathon Baudoux,WI,160,T-Shirt,Clothing,13.92,1,,,
12439-3IBJ75-1,12439-3IBJ75,2016-10-09,Completed,12439,Sallyanne Servante,PA,420,Elentrix,Outdoor,465.6,1,,,
12295-5EDI36-1,12295-5EDI36,2020-09-21,Shipped,12295,Devan Bursell,FL,160,T-Shirt,Clothing,16.48,1,,,
12295-5EDI36-2,12295-5EDI36,2020-09-21,Shipped,12295,Devan Bursell,FL,140,Shorts,Clothing,23.23,1,,,
10903-6BMB27-1,10903-6BMB27,2018-07-28,Shipped,10903,Chastity Cobbled,MI,150,Skirt,Clothing,17.1,1,,,
11184-8NAX41-1,11184-8NAX41,2015-07-25,Completed,11184,Karlis Gouldbourn,DC,240,PortaCode,Electronics,25.75,1,,,
11800-2RAC47-1,11800-2RAC47,2018-05-12,Shipped,11800,Art Baythorp,TX,340,Peril,Home,14.41,1,,,
12283-3CGJ07-1,12283-3CGJ07,2016-07-10,Completed,12283,Emmet Cordeau],MI,150,Skirt,Clothing,17.1,2,,,
11875-0IFV94-1,11875-0IFV94,2015-02-28,Shipped,11875,Symon Bulpitt,FL,150,Skirt,Clothing,19.0,1,,,
11875-0IFV94-2,11875-0IFV94,2015-02-28,Shipped,11875,Symon Bulpitt,FL,210,Artego,Electronics,97.0,1,,,
11875-0IFV94-3,11875-0IFV94,2015-02-28,Shipped,11875,Symon Bulpitt,FL,230,Magnemo,Electronics,75.75,4,,,
11875-0IFV94-4,11875-0IFV94,2015-02-28,Shipped,11875,Symon Bulpitt,FL,220,Compglass,Electronics,53.0,2,,,
11875-0IFV94-5,11875-0IFV94,2015-02-28,Shipped,11875,Symon Bulpitt,FL,240,PortaCode,Electronics,25.5,1,,,
12867-1LPU84-1,12867-1LPU84,2016-10-12,Shipped,12867,Millard Bramwell,MI,140,Shorts,Clothing,25.76,1,,,
10666-5CYQ99-1,10666-5CYQ99,2017-05-13,Shipped,10666,Koralle Suttaby,OH,130,Slacks,Clothing,29.12,1,,,
10666-5CYQ99-2,10666-5CYQ99,2017-05-13,Shipped,10666,Koralle Suttaby,OH,110,Pullover,Clothing,41.41,1,,,
12534-0DNF75-1,12534-0DNF75,2017-07-25,Shipped,12534,Gerome Lorenzini,IN,410,Biolid,Outdoor,202.4,1,,,
12534-0DNF75-2,12534-0DNF75,2017-07-25,Shipped,12534,Gerome Lorenzini,IN,140,Shorts,Clothing,24.38,1,,,
12534-0DNF75-3,12534-0DNF75,2017-07-25,Shipped,12534,Gerome Lorenzini,IN,340,Peril,Home,9.24,2,,,
12534-0DNF75-4,12534-0DNF75,2017-07-25,Shipped,12534,Gerome Lorenzini,IN,210,Artego,Electronics,103.0,1,,,
12534-0DNF75-5,12534-0DNF75,2017-07-25,Shipped,12534,Gerome Lorenzini,IN,340,Peril,Home,10.67,1,,,
10857-9PGU87-1,10857-9PGU87,2017-02-10,Shipped,10857,Margalo Edsall,TX,210,Artego,Electronics,89.0,1,,,
10857-9PGU87-2,10857-9PGU87,2017-02-10,Shipped,10857,Margalo Edsall,TX,130,Slacks,Clothing,29.76,1,,,
10893-3QXC05-1,10893-3QXC05,2017-11-04,Completed,10893,Quintus Bolesworth,FL,150,Skirt,Clothing,18.43,1,,,
10893-3QXC05-2,10893-3QXC05,2017-11-04,Completed,10893,Quintus Bolesworth,FL,320,ChalkTalk,Home,67.32,1,,,
10893-3QXC05-3,10893-3QXC05,2017-11-04,Completed,10893,Quintus Bolesworth,FL,230,Magnemo,Electronics,69.75,1,,,
10457-0FTV33-1,10457-0FTV33,2015-12-01,Shipped,10457,Cissiee Bruhnsen,IN,140,Shorts,Clothing,23.69,1,,,
12658-0WYI53-1,12658-0WYI53,2017-06-23,Shipped,12658,Axel Hexum,FL,320,ChalkTalk,Home,64.68,1,,,
12658-0WYI53-2,12658-0WYI53,2017-06-23,Shipped,12658,Axel Hexum,FL,440,Neptide,Outdoor,1228.5,1,,,
12720-4MUU07-1,12720-4MUU07,2018-12-07,Shipped,12720,Grange Middiff,CT,120,Polo Shirt,Clothing,33.48,1,,,
12720-4MUU07-2,12720-4MUU07,2018-12-07,Shipped,12720,Grange Middiff,CT,440,Neptide,Outdoor,1485.0,1,,,
12946-2GJV95-1,12946-2GJV95,2018-10-01,Shipped,12946,Carlyle Aveline,OH,160,T-Shirt,Clothing,15.2,1,,,
12946-2GJV95-2,12946-2GJV95,2018-10-01,Shipped,12946,Carlyle Aveline,OH,110,Pullover,Clothing,43.05,1,,,
10604-4DBA47-1,10604-4DBA47,2016-03-18,Shipped,10604,Terrell de Vaen,CA,150,Skirt,Clothing,17.86,1,10023,Advertising,870
10604-4DBA47-2,10604-4DBA47,2016-03-18,Shipped,10604,Terrell de Vaen,CA,120,Polo Shirt,Clothing,42.48,1,10023,Advertising,870
10604-4DBA47-3,10604-4DBA47,2016-03-18,Shipped,10604,Terrell de Vaen,CA,230,Magnemo,Electronics,84.75,1,10023,Advertising,870
10604-4DBA47-4,10604-4DBA47,2016-03-18,Shipped,10604,Terrell de Vaen,CA,140,Shorts,Clothing,20.47,4,10023,Advertising,870
10604-4DBA47-5,10604-4DBA47,2016-03-18,Shipped,10604,Terrell de Vaen,CA,330,Optique,Home,76.23,1,10023,Advertising,870
11563-2ZPX10-1,11563-2ZPX10,2016-08-01,Shipped,11563,Cassondra Mussett,AL,240,PortaCode,Electronics,27.75,1,,,
11226-4PTB30-1,11226-4PTB30,2016-08-28,Shipped,11226,Christophorus Ciubutaro,CA,140,Shorts,Clothing,29.44,1,,,
12693-3TOI50-1,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,340,Peril,Home,11.66,1,,,
12693-3TOI50-2,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,120,Polo Shirt,Clothing,32.4,1,,,
12693-3TOI50-3,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,130,Slacks,Clothing,27.52,1,,,
12693-3TOI50-4,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,150,Skirt,Clothing,16.34,1,,,
12693-3TOI50-5,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,330,Optique,Home,99.99,1,,,
12693-3TOI50-6,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,160,T-Shirt,Clothing,13.92,1,,,
12693-3TOI50-7,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,140,Shorts,Clothing,26.22,1,,,
12693-3TOI50-8,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,430,Integres,Outdoor,705.6,1,,,
12693-3TOI50-9,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,160,T-Shirt,Clothing,17.44,1,,,
12693-3TOI50-10,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,110,Pullover,Clothing,41.82,1,,,
12693-3TOI50-11,12693-3TOI50,2018-10-14,Shipped,12693,Dominic Kezourec,NY,140,Shorts,Clothing,24.15,1,,,
12420-0PNR92-1,12420-0PNR92,2015-05-19,Completed,12420,Cullie Calliss,CA,160,T-Shirt,Clothing,17.44,1,,,
12420-0PNR92-2,12420-0PNR92,2015-05-19,Completed,12420,Cullie Calliss,CA,140,Shorts,Clothing,24.84,1,,,
12420-0PNR92-3,12420-0PNR92,2015-05-19,Completed,12420,Cullie Calliss,CA,240,PortaCode,Electronics,25.0,1,,,
12420-0PNR92-4,12420-0PNR92,2015-05-19,Completed,12420,Cullie Calliss,CA,130,Slacks,Clothing,32.0,1,,,
12556-1SKZ75-1,12556-1SKZ75,2020-04-23,Shipped,12556,Jerald Mathan,DC,330,Optique,Home,102.96,1,,,
11581-5NSA45-1,11581-5NSA45,2018-07-30,Shipped,11581,Victor Pucknell,NY,240,PortaCode,Electronics,23.25,1,,,
11581-5NSA45-2,11581-5NSA45,2018-07-30,Shipped,11581,Victor Pucknell,NY,160,T-Shirt,Clothing,13.44,1,,,
11581-5NSA45-3,11581-5NSA45,2018-07-30,Shipped,11581,Victor Pucknell,NY,240,PortaCode,Electronics,23.75,1,,,
10603-3OEV14-1,10603-3OEV14,2016-02-07,Shipped,10603,Heinrick Venable,LA,110,Pullover,Clothing,40.18,1,10021,Social,2277
10603-3OEV14-2,10603-3OEV14,2016-02-07,Shipped,10603,Heinrick Venable,LA,160,T-Shirt,Clothing,15.68,1,10021,Social,2277
11600-7ETN93-1,11600-7ETN93,2020-05-17,Shipped,11600,Zolly Norvill,WV,120,Polo Shirt,Clothing,39.6,1,10099,Web,2100
11600-7ETN93-2,11600-7ETN93,2020-05-17,Shipped,11600,Zolly Norvill,WV,160,T-Shirt,Clothing,16.96,1,10099,Web,2100
10746-5XZW38-1,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,330,Optique,Home,86.13,1,,,
10746-5XZW38-2,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,340,Peril,Home,10.67,1,,,
10746-5XZW38-3,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,330,Optique,Home,97.02,1,,,
10746-5XZW38-4,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,140,Shorts,Clothing,26.22,1,,,
10746-5XZW38-5,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,160,T-Shirt,Clothing,14.88,4,,,
10746-5XZW38-6,10746-5XZW38,2015-04-07,Shipped,10746,Fonzie Sollon,TX,150,Skirt,Clothing,19.57,1,,,
12499-5OBX09-1,12499-5OBX09,2017-09-14,Shipped,12499,Remus Heavy,OK,220,Compglass,Electronics,48.5,1,,,
12564-0JRR42-1,12564-0JRR42,2020-08-20,Shipped,12564,Fletcher Renner,VA,410,Biolid,Outdoor,188.6,1,,,
12564-0JRR42-2,12564-0JRR42,2020-08-20,Shipped,12564,Fletcher Renner,VA,230,Magnemo,Electronics,84.75,1,,,
12206-3VHC99-1,12206-3VHC99,2020-07-06,Shipped,12206,Kinny Woolliams,OH,160,T-Shirt,Clothing,17.76,2,,,
