order_line_id,order_id,order_date,order_status,customer_id,fullname,state,product_id,product_name,category,price,quantity,campaign_id,channel,budget
10288-4ALO05-1,10288-4ALO05,2017-08-26,Returned,10288,Drugi Edginton,AK,130,Slacks,Clothing,35.56,1.0,,,
10218-8PKX85-1,10218-8PKX85,2019-12-27,Delivered,10218,Johnathan Barribal,CA,160,T-Shirt,Clothing,21.44,2.0,,,
10837-9FFK35-1,10837-9FFK35,2015-02-25,Delivered,10837,Leonore Mapp,NY,240,PortaCode,Electronics,23.1,1.0,,,
10243-0WYI99-1,10243-0WYI99,2020-08-28,Delivered,10243,Spencer Scamadine,GA,340,Peril,Home,13.86,1.0,,,
10234-3CMQ47-1,10234-3CMQ47,2018-10-01,Delivered,10234,Michelina Fedoronko,GA,160,T-Shirt,Clothing,18.09,1.0,,,
10234-3CMQ47-2,10234-3CMQ47,2018-10-01,Delivered,10234,Michelina Fedoronko,GA,130,Slacks,Clothing,40.06,1.0,,,
10234-3CMQ47-3,10234-3CMQ47,2018-10-01,Delivered,10234,Michelina Fedoronko,GA,140,Shorts,Clothing,24.88,1.0,,,
10845-2SMO66-1,10845-2SMO66,2020-12-03,Delivered,10845,Royce Coad,TX,330,Optique,Home,123.38,1.0,10109,Email Blast,2800
10845-2SMO66-2,10845-2SMO66,2020-12-03,Delivered,10845,Royce Coad,TX,330,Optique,Home,123.38,1.0,10109,Email Blast,2800
10996-2PRV26-1,10996-2PRV26,2019-08-23,Delivered,10996,Curtis Girvin,IN,410,Biolid,Outdoor,217.22,1.0,,,
10434-2RLN74-1,10434-2RLN74,2019-03-03,Delivered,10434,Loraine Matzel,IL,110,Pullover,Clothing,52.33,1.0,,,
10434-2RLN74-2,10434-2RLN74,2019-03-03,Delivered,10434,Loraine Matzel,IL,230,Magnemo,Electronics,96.68,1.0,,,
10918-3CPP31-1,10918-3CPP31,2018-02-24,Delivered,10918,Thayne Armsby,MO,230,Magnemo,Electronics,82.05,1.0,,,
10830-6FLJ17-1,10830-6FLJ17,2020-06-11,Delivered,10830,Goran Matyukon,VA,240,PortaCode,Electronics,34.17,1.0,10100,Prizes/Exhibitions,7600
10830-6FLJ17-2,10830-6FLJ17,2020-06-11,Delivered,10830,Goran Matyukon,VA,120,Polo Shirt,Clothing,50.66,1.0,10100,Prizes/Exhibitions,7600
10830-6FLJ17-3,10830-6FLJ17,2020-06-11,Delivered,10830,Goran Matyukon,VA,150,Skirt,Clothing,22.15,1.0,10100,Prizes/Exhibitions,7600
10067-2ISV48-1,10067-2ISV48,2015-12-16,Delivered,10067,Jan Grenshields,SD,140,Shorts,Clothing,24.63,1.0,,,
10424-5GTR79-1,10424-5GTR79,2017-07-06,Delivered,10424,Briny Maplestone,WV,330,Optique,Home,111.17,4.0,,,
10424-5GTR79-2,10424-5GTR79,2017-07-06,Delivered,10424,Briny Maplestone,WV,340,Peril,Home,14.64,1.0,,,
10424-5GTR79-3,10424-5GTR79,2017-07-06,Delivered,10424,Briny Maplestone,WV,160,T-Shirt,Clothing,17.04,3.0,,,
10865-1CUZ23-1,10865-1CUZ23,2016-10-13,Returned,10865,Andra Lyosik,SC,160,T-Shirt,Clothing,20.82,1.0,,,
10219-1CEE09-1,10219-1CEE09,2019-01-02,Delivered,10219,Godfry Makinson,VA,140,Shorts,Clothing,30.53,1.0,,,
10523-0SXN57-1,10523-0SXN57,2016-06-23,Delivered,10523,Patton Ducroe,TX,240,PortaCode,Electronics,31.97,1.0,,,
10610-9APP21-1,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,150,Skirt,Clothing,22.62,3.0,,,
10610-9APP21-2,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,240,PortaCode,Electronics,25.91,1.0,,,
10610-9APP21-3,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,310,Applica,Home,29.11,1.0,,,
10610-9APP21-4,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,140,Shorts,Clothing,28.91,1.0,,,
10610-9APP21-5,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,320,ChalkTalk,Home,76.4,4.0,,,
10610-9APP21-6,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,240,PortaCode,Electronics,23.7,1.0,,,
10610-9APP21-7,10610-9APP21,2016-03-05,Delivered,10610,Cordey Makey,NY,150,Skirt,Clothing,21.58,1.0,,,
10636-3WOL51-1,10636-3WOL51,2015-02-15,Delivered,10636,Raddy Cray,CA,330,Optique,Home,111.23,1.0,10003,Postal Mail,4800
10636-3WOL51-2,10636-3WOL51,2015-02-15,Delivered,10636,Raddy Cray,CA,150,Skirt,Clothing,19.75,1.0,10003,Postal Mail,4800
10636-3WOL51-3,10636-3WOL51,2015-02-15,Delivered,10636,Raddy Cray,CA,230,Magnemo,Electronics,80.33,1.0,10003,Postal Mail,4800
10636-3WOL51-4,10636-3WOL51,2015-02-15,Delivered,10636,Raddy Cray,CA,230,Magnemo,Electronics,85.05,1.0,10003,Postal Mail,4800
10674-6KDE74-1,10674-6KDE74,2015-07-23,Delivered,10674,Fidelia Ivy,HI,130,Slacks,Clothing,32.26,3.0,10011,SEO,2300
10874-2NWA50-1,10874-2NWA50,2016-09-26,Returned,10874,Deeyn Koomar,OH,330,Optique,Home,111.33,1.0,,,
10874-2NWA50-2,10874-2NWA50,2016-09-26,Returned,10874,Deeyn Koomar,OH,430,Integres,Outdoor,793.8,1.0,,,
10127-2IXS11-1,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,160,T-Shirt,Clothing,19.6,1.0,,,
10127-2IXS11-2,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,240,PortaCode,Electronics,36.69,1.0,,,
10127-2IXS11-3,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,130,Slacks,Clothing,37.17,3.0,,,
10127-2IXS11-4,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,140,Shorts,Clothing,23.78,1.0,,,
10127-2IXS11-5,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,230,Magnemo,Electronics,89.02,1.0,,,
10127-2IXS11-6,10127-2IXS11,2019-11-03,Delivered,10127,Brucie Ickovits,TX,140,Shorts,Clothing,32.88,1.0,,,
10175-8OSB55-1,10175-8OSB55,2017-03-16,Delivered,10175,Judith Clayborn,MN,340,Peril,Home,14.77,1.0,,,
10175-8OSB55-2,10175-8OSB55,2017-03-16,Delivered,10175,Judith Clayborn,MN,230,Magnemo,Electronics,92.03,1.0,,,
10005-5UKV35-1,10005-5UKV35,2020-01-05,Delivered,10005,Dannye D'Elias,PA,160,T-Shirt,Clothing,17.37,1.0,,,
10603-0IKZ44-1,10603-0IKZ44,2015-04-01,Delivered,10603,Frannie Braksper,CA,160,T-Shirt,Clothing,19.66,1.0,10005,Email Signature,1900
10204-6NYG63-1,10204-6NYG63,2016-06-22,Delivered,10204,Dallis Leed,OH,150,Skirt,Clothing,19.48,1.0,,,
10636-9EOR92-1,10636-9EOR92,2020-11-27,Delivered,10636,Raddy Cray,CA,410,Biolid,Outdoor,323.63,1.0,,,
10330-5IPV74-1,10330-5IPV74,2018-10-26,Delivered,10330,Pepillo Lindbergh,KY,240,PortaCode,Electronics,31.6,1.0,,,
10584-8GZO08-1,10584-8GZO08,2016-10-01,Delivered,10584,Darlleen Aitkenhead,IN,330,Optique,Home,94.96,1.0,10033,Amazon Store,2100
10438-9OIC94-1,10438-9OIC94,2020-12-25,Delivered,10438,Flore Doneld,IA,160,T-Shirt,Clothing,23.16,1.0,10110,Receipt Code,2400
10438-9OIC94-2,10438-9OIC94,2020-12-25,Delivered,10438,Flore Doneld,IA,120,Polo Shirt,Clothing,45.83,2.0,10110,Receipt Code,2400
10630-8QHS60-1,10630-8QHS60,2015-03-12,Delivered,10630,Meredith Tome,NY,210,Artego,Electronics,117.6,1.0,,,
10998-4OPA31-1,10998-4OPA31,2020-08-25,Delivered,10998,Nowell Darragh,FL,140,Shorts,Clothing,36.68,1.0,,,
10998-4OPA31-2,10998-4OPA31,2020-08-25,Delivered,10998,Nowell Darragh,FL,150,Skirt,Clothing,26.99,1.0,,,
10998-4OPA31-3,10998-4OPA31,2020-08-25,Delivered,10998,Nowell Darragh,FL,130,Slacks,Clothing,41.17,1.0,,,
10998-4OPA31-4,10998-4OPA31,2020-08-25,Delivered,10998,Nowell Darragh,FL,160,T-Shirt,Clothing,19.73,1.0,,,
10998-4OPA31-5,10998-4OPA31,2020-08-25,Delivered,10998,Nowell Darragh,FL,330,Optique,Home,147.26,1.0,,,
10639-1QTI74-1,10639-1QTI74,2018-08-27,Returned,10639,Livvy Founds,TX,230,Magnemo,Electronics,83.87,1.0,,,
10639-1QTI74-2,10639-1QTI74,2018-08-27,Returned,10639,Livvy Founds,TX,120,Polo Shirt,Clothing,51.2,1.0,,,
10927-9MKB52-1,10927-9MKB52,2018-01-26,Delivered,10927,Morgan Whapples,CA,160,T-Shirt,Clothing,22.56,1.0,,,
10927-9MKB52-2,10927-9MKB52,2018-01-26,Delivered,10927,Morgan Whapples,CA,220,Compglass,Electronics,54.7,1.0,,,
10267-8SOG49-1,10267-8SOG49,2020-12-12,Delivered,10267,Gayel McDell,KS,150,Skirt,Clothing,23.68,1.0,,,
10267-8SOG49-2,10267-8SOG49,2020-12-12,Delivered,10267,Gayel McDell,KS,160,T-Shirt,Clothing,22.3,1.0,,,
10126-7ZJD46-1,10126-7ZJD46,2015-05-04,Returned,10126,Graig Zorn,IL,140,Shorts,Clothing,23.18,1.0,10007,In-game,1400
10539-1GCF08-1,10539-1GCF08,2020-07-03,Returned,10539,Brittany Ritson,DC,160,T-Shirt,Clothing,17.15,1.0,10101,Report Sponsorship,3600
10539-1GCF08-2,10539-1GCF08,2020-07-03,Returned,10539,Brittany Ritson,DC,320,ChalkTalk,Home,84.02,4.0,10101,Report Sponsorship,3600
10539-1GCF08-3,10539-1GCF08,2020-07-03,Returned,10539,Brittany Ritson,DC,160,T-Shirt,Clothing,22.08,3.0,10101,Report Sponsorship,3600
10539-1GCF08-4,10539-1GCF08,2020-07-03,Returned,10539,Brittany Ritson,DC,310,Applica,Home,45.11,1.0,10101,Report Sponsorship,3600
10660-1DOQ24-1,10660-1DOQ24,2018-02-16,Delivered,10660,Rutherford Pedycan,NY,160,T-Shirt,Clothing,19.64,1.0,,,
10637-1JPV43-1,10637-1JPV43,2018-10-05,Returned,10637,Calhoun Mesnard,WI,330,Optique,Home,122.74,2.0,,,
10710-9MJP04-1,10710-9MJP04,2019-02-23,Delivered,10710,Roosevelt Foxcroft,MO,160,T-Shirt,Clothing,19.2,1.0,,,
10364-4RMM01-1,10364-4RMM01,2020-06-19,Delivered,10364,Robert Livezey,DE,140,Shorts,Clothing,33.29,1.0,,,
10886-3LNH10-1,10886-3LNH10,2017-10-24,Delivered,10886,Ricky Normavill,TX,140,Shorts,Clothing,22.9,1.0,,,
10721-3FZI12-1,10721-3FZI12,2017-03-14,Delivered,10721,Mabelle Thurbon,NC,160,T-Shirt,Clothing,16.67,1.0,,,
10738-8RKZ08-1,10738-8RKZ08,2019-11-09,Delivered,10738,Tisha McKinstry,CA,330,Optique,Home,117.51,1.0,,,
10738-8RKZ08-2,10738-8RKZ08,2019-11-09,Delivered,10738,Tisha McKinstry,CA,310,Applica,Home,46.33,1.0,,,
10245-3LMC17-1,10245-3LMC17,2018-06-10,Delivered,10245,Patrizius Braunton,DC,230,Magnemo,Electronics,106.66,1.0,,,
10245-3LMC17-2,10245-3LMC17,2018-06-10,Delivered,10245,Patrizius Braunton,DC,130,Slacks,Clothing,42.79,2.0,,,
10179-6ZSM02-1,10179-6ZSM02,2018-12-21,Delivered,10179,Drusi Giron,TX,240,PortaCode,Electronics,28.26,1.0,,,
10895-6ODQ88-1,10895-6ODQ88,2015-12-12,Cancelled,10895,Aubrey Surplice,WA,120,Polo Shirt,Clothing,36.29,1.0,,,
10118-9NZI90-1,10118-9NZI90,2019-12-08,Delivered,10118,Susanne Mattheissen,AZ,120,Polo Shirt,Clothing,43.19,1.0,,,
10118-9NZI90-2,10118-9NZI90,2019-12-08,Delivered,10118,Susanne Mattheissen,AZ,240,PortaCode,Electronics,32.23,2.0,,,
10929-5CHX72-1,10929-5CHX72,2019-11-14,Delivered,10929,Brien Hun,NE,160,T-Shirt,Clothing,18.58,1.0,,,
10496-4EVR72-1,10496-4EVR72,2016-10-20,Returned,10496,Farrell Adamides,OH,430,Integres,Outdoor,730.3,1.0,,,
10496-4EVR72-2,10496-4EVR72,2016-10-20,Returned,10496,Farrell Adamides,OH,330,Optique,Home,132.07,1.0,,,
10387-1YZA02-1,10387-1YZA02,2020-12-03,Delivered,10387,Bent Cowdrey,IL,160,T-Shirt,Clothing,24.87,1.0,,,
10387-1YZA02-2,10387-1YZA02,2020-12-03,Delivered,10387,Bent Cowdrey,IL,130,Slacks,Clothing,45.88,1.0,,,
10325-9JGK95-1,10325-9JGK95,2016-02-12,Delivered,10325,Stella Bisco,TX,160,T-Shirt,Clothing,14.64,1.0,,,
10325-9JGK95-2,10325-9JGK95,2016-02-12,Delivered,10325,Stella Bisco,TX,110,Pullover,Clothing,38.42,1.0,,,
10330-5RAW88-1,10330-5RAW88,2015-04-06,Delivered,10330,Pepillo Lindbergh,KY,330,Optique,Home,107.07,1.0,,,
10655-9TYN53-1,10655-9TYN53,2016-01-10,Delivered,10655,Vivyanne Schulter,GA,150,Skirt,Clothing,21.79,1.0,,,
10655-9TYN53-2,10655-9TYN53,2016-01-10,Delivered,10655,Vivyanne Schulter,GA,150,Skirt,Clothing,22.41,1.0,,,
10655-9TYN53-3,10655-9TYN53,2016-01-10,Delivered,10655,Vivyanne Schulter,GA,150,Skirt,Clothing,23.25,1.0,,,
10655-9TYN53-4,10655-9TYN53,2016-01-10,Delivered,10655,Vivyanne Schulter,GA,140,Shorts,Clothing,23.33,2.0,,,
10655-9TYN53-5,10655-9TYN53,2016-01-10,Delivered,10655,Vivyanne Schulter,GA,160,T-Shirt,Clothing,16.93,2.0,,,
10353-6FCY13-1,10353-6FCY13,2019-01-07,Delivered,10353,Lemuel Connolly,FL,150,Skirt,Clothing,21.82,1.0,10074,Forum,3900
10353-6FCY13-2,10353-6FCY13,2019-01-07,Delivered,10353,Lemuel Connolly,FL,340,Peril,Home,14.6,1.0,10074,Forum,3900
10047-3BKN76-1,10047-3BKN76,2018-03-24,Delivered,10047,Lucky Kinsett,CA,150,Skirt,Clothing,19.63,1.0,,,
10518-5EVP65-1,10518-5EVP65,2015-01-05,Delivered,10518,Ezra Shirer,VA,160,T-Shirt,Clothing,16.8,1.0,10001,Forum,3900
10457-5FFN80-1,10457-5FFN80,2017-12-06,Delivered,10457,Estrella Wildblood,MT,120,Polo Shirt,Clothing,37.92,2.0,10054,Research Paper,5900
10263-4DJT32-1,10263-4DJT32,2018-03-10,Delivered,10263,Pamella Brugman,TX,440,Neptide,Outdoor,1640.93,1.0,,,
10263-4DJT32-2,10263-4DJT32,2018-03-10,Delivered,10263,Pamella Brugman,TX,120,Polo Shirt,Clothing,53.82,1.0,,,
10676-5LAR78-1,10676-5LAR78,2020-02-09,Delivered,10676,Aryn Danielsohn,MO,240,PortaCode,Electronics,32.16,1.0,,,
10276-9YSG53-1,10276-9YSG53,2020-06-09,Delivered,10276,Myrwyn Eat,FL,160,T-Shirt,Clothing,20.16,2.0,,,
10276-9YSG53-2,10276-9YSG53,2020-06-09,Delivered,10276,Myrwyn Eat,FL,210,Artego,Electronics,121.95,1.0,,,
10561-6NYR70-1,10561-6NYR70,2015-12-24,Delivered,10561,Cece Crosson,UT,160,T-Shirt,Clothing,17.47,1.0,,,
10452-9XUC91-1,10452-9XUC91,2018-06-04,Delivered,10452,Griff Gristock,UT,240,PortaCode,Electronics,27.35,1.0,,,
10083-6MYG95-1,10083-6MYG95,2019-06-13,Delivered,10083,Valdemar Peggrem,TX,230,Magnemo,Electronics,85.19,1.0,10082,Amazon Store,2100
10433-1SBV65-1,10433-1SBV65,2020-10-04,Delivered,10433,Mirelle Noteyoung,DC,220,Compglass,Electronics,54.94,1.0,,,
10433-1SBV65-2,10433-1SBV65,2020-10-04,Delivered,10433,Mirelle Noteyoung,DC,240,PortaCode,Electronics,28.81,1.0,,,
10639-4UCB68-1,10639-4UCB68,2018-03-08,Delivered,10639,Livvy Founds,TX,410,Biolid,Outdoor,273.98,1.0,10059,YouTube Pre-roll,1900
10639-4UCB68-2,10639-4UCB68,2018-03-08,Delivered,10639,Livvy Founds,TX,160,T-Shirt,Clothing,18.28,1.0,10059,YouTube Pre-roll,1900
10266-9BUL34-1,10266-9BUL34,2019-05-21,Delivered,10266,Eduardo Crinion,TX,320,ChalkTalk,Home,90.13,1.0,10081,Email Blast,2800
10266-9BUL34-2,10266-9BUL34,2019-05-21,Delivered,10266,Eduardo Crinion,TX,150,Skirt,Clothing,27.89,1.0,10081,Email Blast,2800
10465-1MGK70-1,10465-1MGK70,2015-09-05,Delivered,10465,Caleb Walder,LA,330,Optique,Home,95.63,1.0,,,
10995-3OID55-1,10995-3OID55,2015-09-04,Returned,10995,Debby Linfield,CO,130,Slacks,Clothing,40.32,1.0,10013,Forum,3900
10995-3OID55-2,10995-3OID55,2015-09-04,Returned,10995,Debby Linfield,CO,330,Optique,Home,93.55,1.0,10013,Forum,3900
10145-6MWS39-1,10145-6MWS39,2016-08-12,Delivered,10145,Anthony Prandoni,KS,230,Magnemo,Electronics,84.34,1.0,10030,Twitter account,1800
10616-2AKC84-1,10616-2AKC84,2017-03-18,Delivered,10616,Hestia Rozet,PA,160,T-Shirt,Clothing,16.3,1.0,,,
10616-2AKC84-2,10616-2AKC84,2017-03-18,Delivered,10616,Hestia Rozet,PA,320,ChalkTalk,Home,65.71,1.0,,,
10644-6YGQ06-1,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,140,Shorts,Clothing,24.63,1.0,10003,Influencer outreach,2100
10644-6YGQ06-2,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,120,Polo Shirt,Clothing,40.82,1.0,10003,Influencer outreach,2100
10644-6YGQ06-3,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,150,Skirt,Clothing,22.34,1.0,10003,Influencer outreach,2100
10644-6YGQ06-4,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,160,T-Shirt,Clothing,14.28,1.0,10003,Influencer outreach,2100
10644-6YGQ06-5,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,320,ChalkTalk,Home,61.68,2.0,10003,Influencer outreach,2100
10644-6YGQ06-6,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,220,Compglass,Electronics,58.28,1.0,10003,Influencer outreach,2100
10644-6YGQ06-7,10644-6YGQ06,2015-02-16,Delivered,10644,Lyssa Whitear,DC,120,Polo Shirt,Clothing,41.96,1.0,10003,Influencer outreach,2100
10987-1UGR04-1,10987-1UGR04,2015-10-22,Delivered,10987,Roseanna Melonby,IL,230,Magnemo,Electronics,77.96,1.0,,,
10063-7QGX47-1,10063-7QGX47,2015-01-11,Delivered,10063,Aurora Deport,TX,160,T-Shirt,Clothing,18.82,1.0,,,
10063-7QGX47-2,10063-7QGX47,2015-01-11,Delivered,10063,Aurora Deport,TX,310,Applica,Home,32.92,1.0,,,
10063-7QGX47-3,10063-7QGX47,2015-01-11,Delivered,10063,Aurora Deport,TX,440,Neptide,Outdoor,1247.4,1.0,,,
10960-8SJC32-1,10960-8SJC32,2016-07-20,Delivered,10960,Renate Wapol,MN,440,Neptide,Outdoor,1652.1,1.0,10029,Public Relations,6300
10927-3TBL27-1,10927-3TBL27,2016-12-06,Delivered,10927,Morgan Whapples,CA,230,Magnemo,Electronics,84.34,1.0,,,
10927-3TBL27-2,10927-3TBL27,2016-12-06,Delivered,10927,Morgan Whapples,CA,160,T-Shirt,Clothing,16.76,1.0,,,
10567-7EIM20-1,10567-7EIM20,2019-10-19,Delivered,10567,Patric Rapkins,FL,320,ChalkTalk,Home,85.92,1.0,,,
10900-3XAA80-1,10900-3XAA80,2020-02-19,Delivered,10900,Ulrica Garr,MN,230,Magnemo,Electronics,90.46,1.0,,,
10900-3XAA80-2,10900-3XAA80,2020-02-19,Delivered,10900,Ulrica Garr,MN,150,Skirt,Clothing,24.95,1.0,,,
10099-5SGM00-1,10099-5SGM00,2018-02-12,Delivered,10099,Deane Cornew,GA,330,Optique,Home,115.52,1.0,10057,Mobile Ad,800
10099-5SGM00-2,10099-5SGM00,2018-02-12,Delivered,10099,Deane Cornew,GA,160,T-Shirt,Clothing,20.23,1.0,10057,Mobile Ad,800
10099-5SGM00-3,10099-5SGM00,2018-02-12,Delivered,10099,Deane Cornew,GA,130,Slacks,Clothing,40.84,1.0,10057,Mobile Ad,800
10165-2HZW89-1,10165-2HZW89,2020-10-11,Delivered,10165,Arlen Armitt,AL,120,Polo Shirt,Clothing,45.35,1.0,,,
10165-2HZW89-2,10165-2HZW89,2020-10-11,Delivered,10165,Arlen Armitt,AL,340,Peril,Home,16.8,1.0,,,
10165-2HZW89-3,10165-2HZW89,2020-10-11,Delivered,10165,Arlen Armitt,AL,160,T-Shirt,Clothing,21.01,1.0,,,
10165-2HZW89-4,10165-2HZW89,2020-10-11,Delivered,10165,Arlen Armitt,AL,160,T-Shirt,Clothing,22.51,1.0,,,
10578-7IMV42-1,10578-7IMV42,2017-12-21,Delivered,10578,Marc Scawn,AK,160,T-Shirt,Clothing,18.15,1.0,,,
10578-7IMV42-2,10578-7IMV42,2017-12-21,Delivered,10578,Marc Scawn,AK,330,Optique,Home,119.19,1.0,,,
10578-7IMV42-3,10578-7IMV42,2017-12-21,Delivered,10578,Marc Scawn,AK,120,Polo Shirt,Clothing,35.84,1.0,,,
10774-1ECQ56-1,10774-1ECQ56,2019-11-19,Delivered,10774,Gaylord Heyfield,WI,330,Optique,Home,96.03,1.0,10090,Report Sponsorship,3600
10774-1ECQ56-2,10774-1ECQ56,2019-11-19,Delivered,10774,Gaylord Heyfield,WI,140,Shorts,Clothing,29.65,1.0,10090,Report Sponsorship,3600
10774-1ECQ56-3,10774-1ECQ56,2019-11-19,Delivered,10774,Gaylord Heyfield,WI,330,Optique,Home,104.87,3.0,10090,Report Sponsorship,3600
10774-1ECQ56-4,10774-1ECQ56,2019-11-19,Delivered,10774,Gaylord Heyfield,WI,110,Pullover,Clothing,54.42,1.0,10090,Report Sponsorship,3600
10398-7LVB87-1,10398-7LVB87,2019-03-21,Delivered,10398,Francesca Duckitt,AZ,230,Magnemo,Electronics,110.08,1.0,,,
10398-7LVB87-2,10398-7LVB87,2019-03-21,Delivered,10398,Francesca Duckitt,AZ,240,PortaCode,Electronics,30.95,1.0,,,
10334-1WIQ48-1,10334-1WIQ48,2018-10-08,Delivered,10334,Brooks Barkaway,FL,160,T-Shirt,Clothing,19.64,1.0,10070,Display,14000
10334-1WIQ48-2,10334-1WIQ48,2018-10-08,Delivered,10334,Brooks Barkaway,FL,240,PortaCode,Electronics,31.0,1.0,10070,Display,14000
10478-4IKL98-1,10478-4IKL98,2019-05-06,Returned,10478,Gian Menguy,MD,140,Shorts,Clothing,26.42,4.0,10080,Paid Review,1200
10981-5PGH30-1,10981-5PGH30,2017-10-12,Delivered,10981,Crawford Destouche,CA,150,Skirt,Clothing,23.97,2.0,,,
10345-5LXY51-1,10345-5LXY51,2016-08-03,Returned,10345,Jeffie Basten,PA,160,T-Shirt,Clothing,18.17,1.0,,,
10469-9DNR18-1,10469-9DNR18,2017-08-25,Delivered,10469,Claudia Steuhlmeyer,TX,120,Polo Shirt,Clothing,36.26,1.0,10049,Email Blast,2800
10469-9DNR18-2,10469-9DNR18,2017-08-25,Delivered,10469,Claudia Steuhlmeyer,TX,150,Skirt,Clothing,19.58,1.0,10049,Email Blast,2800
10593-1USX38-1,10593-1USX38,2019-05-07,Delivered,10593,Marti Crosscombe,OR,210,Artego,Electronics,131.46,1.0,10080,Paid Review,1200
10357-3WDV98-1,10357-3WDV98,2017-05-20,Delivered,10357,Sigrid McAless,TN,150,Skirt,Clothing,21.34,1.0,10044,Public Relations,6300
